"ID";"Group";"FKG";"DKG";"Gender";"Elderly";"Age"
664;6;0;0;"male";"65-";"25-29"
665;33;1;1;"female";"65-";"60-64"
666;31;0;1;"female";"65-";"50-54"
667;18;0;0;"male";"65+";"85-89"
668;19;0;0;"male";"65+";"90-94"
669;28;1;0;"female";"65-";"35-39"
670;3;1;1;"male";"65-";"10-14"
671;26;1;0;"female";"65-";"25-29"
672;32;0;1;"female";"65-";"55-59"
673;9;0;0;"male";"65-";"40-44"
674;2;1;0;"male";"65-";"5-9"
675;16;0;0;"male";"65+";"75-79"
676;14;1;0;"male";"65+";"65-69"
677;18;0;0;"male";"65+";"85-89"
678;16;0;1;"male";"65+";"75-79"
679;37;0;1;"female";"65+";"80-84"
680;7;0;1;"male";"65-";"30-34"
681;6;1;1;"male";"65-";"25-29"
682;25;0;1;"female";"65-";"20-24"
683;1;0;1;"male";"65-";"0-4"
684;3;0;1;"male";"65-";"10-14"
685;32;0;0;"female";"65-";"55-59"
686;38;0;0;"female";"65+";"85-89"
687;9;0;0;"male";"65-";"40-44"
688;26;0;1;"female";"65-";"25-29"
689;14;0;0;"male";"65+";"65-69"
690;39;1;1;"female";"65+";"90-94"
691;33;0;1;"female";"65-";"60-64"
692;30;1;0;"female";"65-";"45-49"
693;9;1;1;"male";"65-";"40-44"
694;2;0;0;"male";"65-";"5-9"
695;15;1;1;"male";"65+";"70-74"
696;30;1;1;"female";"65-";"45-49"
697;38;0;0;"female";"65+";"85-89"
698;27;1;0;"female";"65-";"30-34"
699;29;1;0;"female";"65-";"40-44"
700;34;0;1;"female";"65+";"65-69"
701;29;1;0;"female";"65-";"40-44"
702;35;0;1;"female";"65+";"70-74"
703;18;0;0;"male";"65+";"85-89"
704;28;1;0;"female";"65-";"35-39"
705;6;1;1;"male";"65-";"25-29"
706;30;0;0;"female";"65-";"45-49"
707;3;1;1;"male";"65-";"10-14"
708;12;1;0;"male";"65-";"55-59"
709;17;1;1;"male";"65+";"80-84"
710;38;0;1;"female";"65+";"85-89"
711;40;1;1;"female";"65+";"95-99"
712;2;0;1;"male";"65-";"5-9"
713;24;0;1;"female";"65-";"15-19"
714;2;0;0;"male";"65-";"5-9"
715;23;0;0;"female";"65-";"10-14"
716;4;0;0;"male";"65-";"15-19"
717;26;0;1;"female";"65-";"25-29"
718;33;1;0;"female";"65-";"60-64"
719;15;1;1;"male";"65+";"70-74"
720;6;0;1;"male";"65-";"25-29"
721;4;0;0;"male";"65-";"15-19"
722;15;0;1;"male";"65+";"70-74"
723;40;1;0;"female";"65+";"95-99"
724;22;0;1;"female";"65-";"5-9"
725;14;1;0;"male";"65+";"65-69"
726;13;0;1;"male";"65-";"60-64"
727;16;1;0;"male";"65+";"75-79"
728;1;1;1;"male";"65-";"0-4"
729;2;1;1;"male";"65-";"5-9"
730;36;0;1;"female";"65+";"75-79"
731;17;0;0;"male";"65+";"80-84"
732;19;0;1;"male";"65+";"90-94"
733;17;1;0;"male";"65+";"80-84"
734;29;0;0;"female";"65-";"40-44"
735;16;1;1;"male";"65+";"75-79"
736;21;1;0;"female";"65-";"0-4"
737;2;0;0;"male";"65-";"5-9"
738;12;1;0;"male";"65-";"55-59"
739;39;0;0;"female";"65+";"90-94"
740;38;1;1;"female";"65+";"85-89"
741;39;0;1;"female";"65+";"90-94"
742;32;1;1;"female";"65-";"55-59"
743;31;1;1;"female";"65-";"50-54"
744;3;0;0;"male";"65-";"10-14"
745;6;1;1;"male";"65-";"25-29"
746;5;0;0;"male";"65-";"20-24"
747;31;0;1;"female";"65-";"50-54"
748;37;0;0;"female";"65+";"80-84"
749;17;0;1;"male";"65+";"80-84"
750;8;0;0;"male";"65-";"35-39"
751;15;0;0;"male";"65+";"70-74"
752;21;1;1;"female";"65-";"0-4"
753;37;0;1;"female";"65+";"80-84"
754;4;1;1;"male";"65-";"15-19"
755;5;0;1;"male";"65-";"20-24"
756;31;1;1;"female";"65-";"50-54"
757;13;0;1;"male";"65-";"60-64"
758;29;0;0;"female";"65-";"40-44"
759;10;1;0;"male";"65-";"45-49"
760;16;0;1;"male";"65+";"75-79"
761;21;1;1;"female";"65-";"0-4"
762;38;0;0;"female";"65+";"85-89"
763;3;1;1;"male";"65-";"10-14"
764;13;0;0;"male";"65-";"60-64"
765;10;0;0;"male";"65-";"45-49"
766;16;0;0;"male";"65+";"75-79"
767;31;0;1;"female";"65-";"50-54"
768;35;1;0;"female";"65+";"70-74"
769;28;1;1;"female";"65-";"35-39"
770;28;1;1;"female";"65-";"35-39"
771;7;0;0;"male";"65-";"30-34"
772;33;0;1;"female";"65-";"60-64"
773;29;1;1;"female";"65-";"40-44"
774;38;1;0;"female";"65+";"85-89"
775;1;0;0;"male";"65-";"0-4"
776;24;0;1;"female";"65-";"15-19"
777;15;1;0;"male";"65+";"70-74"
778;30;0;1;"female";"65-";"45-49"
779;31;1;1;"female";"65-";"50-54"
780;11;0;1;"male";"65-";"50-54"
781;11;1;1;"male";"65-";"50-54"
782;28;1;0;"female";"65-";"35-39"
783;20;0;1;"male";"65+";"95-99"
784;16;1;0;"male";"65+";"75-79"
785;3;0;0;"male";"65-";"10-14"
786;36;1;1;"female";"65+";"75-79"
787;33;1;1;"female";"65-";"60-64"
788;20;1;0;"male";"65+";"95-99"
789;2;1;0;"male";"65-";"5-9"
790;21;1;0;"female";"65-";"0-4"
791;15;1;1;"male";"65+";"70-74"
792;20;0;0;"male";"65+";"95-99"
793;16;0;1;"male";"65+";"75-79"
794;1;0;0;"male";"65-";"0-4"
795;21;0;0;"female";"65-";"0-4"
796;7;1;1;"male";"65-";"30-34"
797;9;1;1;"male";"65-";"40-44"
798;40;1;0;"female";"65+";"95-99"
799;39;1;1;"female";"65+";"90-94"
800;31;1;0;"female";"65-";"50-54"
801;4;1;1;"male";"65-";"15-19"
802;21;1;0;"female";"65-";"0-4"
803;25;1;1;"female";"65-";"20-24"
804;18;0;1;"male";"65+";"85-89"
805;1;0;0;"male";"65-";"0-4"
806;18;0;0;"male";"65+";"85-89"
807;21;0;0;"female";"65-";"0-4"
808;27;1;1;"female";"65-";"30-34"
809;28;1;1;"female";"65-";"35-39"
810;32;1;1;"female";"65-";"55-59"
811;6;0;0;"male";"65-";"25-29"
812;7;1;0;"male";"65-";"30-34"
813;31;0;1;"female";"65-";"50-54"
814;18;1;1;"male";"65+";"85-89"
815;26;1;0;"female";"65-";"25-29"
816;5;1;0;"male";"65-";"20-24"
817;34;1;1;"female";"65+";"65-69"
818;14;1;0;"male";"65+";"65-69"
819;8;0;0;"male";"65-";"35-39"
820;28;1;0;"female";"65-";"35-39"
821;7;1;1;"male";"65-";"30-34"
822;3;1;1;"male";"65-";"10-14"
823;2;0;0;"male";"65-";"5-9"
824;34;0;0;"female";"65+";"65-69"
825;15;1;0;"male";"65+";"70-74"
826;36;0;1;"female";"65+";"75-79"
827;4;1;1;"male";"65-";"15-19"
828;20;0;1;"male";"65+";"95-99"
829;31;1;1;"female";"65-";"50-54"
830;25;0;0;"female";"65-";"20-24"
831;22;0;0;"female";"65-";"5-9"
832;37;0;0;"female";"65+";"80-84"
833;40;0;1;"female";"65+";"95-99"
834;12;1;0;"male";"65-";"55-59"
835;5;0;1;"male";"65-";"20-24"
836;7;1;0;"male";"65-";"30-34"
837;36;0;0;"female";"65+";"75-79"
838;5;0;0;"male";"65-";"20-24"
839;12;0;1;"male";"65-";"55-59"
840;7;1;1;"male";"65-";"30-34"
841;3;0;1;"male";"65-";"10-14"
842;10;0;1;"male";"65-";"45-49"
843;29;0;1;"female";"65-";"40-44"
844;26;0;0;"female";"65-";"25-29"
845;4;0;0;"male";"65-";"15-19"
846;7;0;1;"male";"65-";"30-34"
847;6;0;0;"male";"65-";"25-29"
848;16;0;1;"male";"65+";"75-79"
849;10;1;0;"male";"65-";"45-49"
850;23;1;0;"female";"65-";"10-14"
851;24;1;0;"female";"65-";"15-19"
852;4;0;0;"male";"65-";"15-19"
853;7;1;0;"male";"65-";"30-34"
854;37;0;0;"female";"65+";"80-84"
855;35;0;1;"female";"65+";"70-74"
856;37;1;1;"female";"65+";"80-84"
857;5;1;1;"male";"65-";"20-24"
858;2;0;1;"male";"65-";"5-9"
859;24;1;0;"female";"65-";"15-19"
860;13;1;0;"male";"65-";"60-64"
861;23;1;0;"female";"65-";"10-14"
862;15;1;1;"male";"65+";"70-74"
863;6;1;0;"male";"65-";"25-29"
864;23;1;1;"female";"65-";"10-14"
865;14;1;0;"male";"65+";"65-69"
866;5;0;1;"male";"65-";"20-24"
867;11;0;0;"male";"65-";"50-54"
868;15;0;1;"male";"65+";"70-74"
869;34;0;1;"female";"65+";"65-69"
870;32;1;1;"female";"65-";"55-59"
871;38;1;0;"female";"65+";"85-89"
872;34;1;0;"female";"65+";"65-69"
873;6;0;0;"male";"65-";"25-29"
874;24;0;0;"female";"65-";"15-19"
875;33;1;0;"female";"65-";"60-64"
876;26;0;0;"female";"65-";"25-29"
877;19;0;0;"male";"65+";"90-94"
878;11;1;1;"male";"65-";"50-54"
879;1;0;1;"male";"65-";"0-4"
880;14;0;0;"male";"65+";"65-69"
881;9;1;1;"male";"65-";"40-44"
882;36;1;1;"female";"65+";"75-79"
883;28;1;1;"female";"65-";"35-39"
884;22;1;1;"female";"65-";"5-9"
885;23;1;1;"female";"65-";"10-14"
886;10;1;1;"male";"65-";"45-49"
887;1;1;0;"male";"65-";"0-4"
888;38;1;0;"female";"65+";"85-89"
889;29;1;0;"female";"65-";"40-44"
890;12;1;0;"male";"65-";"55-59"
891;30;1;0;"female";"65-";"45-49"
892;35;0;0;"female";"65+";"70-74"
893;16;1;1;"male";"65+";"75-79"
894;29;0;1;"female";"65-";"40-44"
895;10;0;1;"male";"65-";"45-49"
896;26;0;0;"female";"65-";"25-29"
897;40;0;0;"female";"65+";"95-99"
898;16;1;0;"male";"65+";"75-79"
899;19;1;1;"male";"65+";"90-94"
900;33;0;1;"female";"65-";"60-64"
901;20;0;0;"male";"65+";"95-99"
902;3;1;1;"male";"65-";"10-14"
903;6;0;1;"male";"65-";"25-29"
904;7;1;1;"male";"65-";"30-34"
905;4;1;0;"male";"65-";"15-19"
906;17;1;1;"male";"65+";"80-84"
907;3;0;0;"male";"65-";"10-14"
908;23;0;0;"female";"65-";"10-14"
909;14;0;0;"male";"65+";"65-69"
910;22;1;0;"female";"65-";"5-9"
911;37;0;0;"female";"65+";"80-84"
912;16;0;1;"male";"65+";"75-79"
913;39;0;0;"female";"65+";"90-94"
914;16;0;1;"male";"65+";"75-79"
915;38;1;1;"female";"65+";"85-89"
916;28;0;1;"female";"65-";"35-39"
917;37;0;0;"female";"65+";"80-84"
918;11;1;1;"male";"65-";"50-54"
919;17;1;0;"male";"65+";"80-84"
920;1;0;1;"male";"65-";"0-4"
921;5;0;1;"male";"65-";"20-24"
922;21;0;0;"female";"65-";"0-4"
923;15;1;0;"male";"65+";"70-74"
924;33;1;0;"female";"65-";"60-64"
925;1;1;1;"male";"65-";"0-4"
926;34;1;0;"female";"65+";"65-69"
927;16;1;1;"male";"65+";"75-79"
928;16;0;0;"male";"65+";"75-79"
929;39;1;0;"female";"65+";"90-94"
930;20;0;0;"male";"65+";"95-99"
931;23;1;0;"female";"65-";"10-14"
932;38;1;0;"female";"65+";"85-89"
933;35;1;1;"female";"65+";"70-74"
934;11;0;1;"male";"65-";"50-54"
935;28;0;1;"female";"65-";"35-39"
936;18;0;0;"male";"65+";"85-89"
937;9;0;0;"male";"65-";"40-44"
938;28;0;0;"female";"65-";"35-39"
939;39;1;0;"female";"65+";"90-94"
940;11;0;1;"male";"65-";"50-54"
941;19;1;1;"male";"65+";"90-94"
942;13;0;0;"male";"65-";"60-64"
943;7;1;1;"male";"65-";"30-34"
944;29;0;0;"female";"65-";"40-44"
945;22;0;1;"female";"65-";"5-9"
946;10;0;1;"male";"65-";"45-49"
947;3;0;1;"male";"65-";"10-14"
948;28;0;0;"female";"65-";"35-39"
949;33;1;1;"female";"65-";"60-64"
950;5;0;1;"male";"65-";"20-24"
951;28;1;1;"female";"65-";"35-39"
952;1;1;1;"male";"65-";"0-4"
953;15;1;0;"male";"65+";"70-74"
954;30;1;1;"female";"65-";"45-49"
955;13;1;1;"male";"65-";"60-64"
956;18;1;1;"male";"65+";"85-89"
957;34;0;1;"female";"65+";"65-69"
958;14;0;0;"male";"65+";"65-69"
959;6;1;1;"male";"65-";"25-29"
960;13;0;1;"male";"65-";"60-64"
961;7;0;0;"male";"65-";"30-34"
962;34;1;1;"female";"65+";"65-69"
963;27;1;0;"female";"65-";"30-34"
964;6;0;0;"male";"65-";"25-29"
965;14;1;1;"male";"65+";"65-69"
966;34;1;1;"female";"65+";"65-69"
967;33;0;0;"female";"65-";"60-64"
968;6;0;1;"male";"65-";"25-29"
969;17;0;0;"male";"65+";"80-84"
970;18;0;1;"male";"65+";"85-89"
971;36;1;0;"female";"65+";"75-79"
972;17;1;1;"male";"65+";"80-84"
973;28;0;0;"female";"65-";"35-39"
974;29;1;1;"female";"65-";"40-44"
975;1;1;0;"male";"65-";"0-4"
976;2;1;1;"male";"65-";"5-9"
977;4;0;0;"male";"65-";"15-19"
978;16;1;0;"male";"65+";"75-79"
979;37;0;0;"female";"65+";"80-84"
980;18;0;0;"male";"65+";"85-89"
981;31;1;1;"female";"65-";"50-54"
982;29;1;1;"female";"65-";"40-44"
983;7;0;0;"male";"65-";"30-34"
984;35;1;1;"female";"65+";"70-74"
985;4;1;0;"male";"65-";"15-19"
986;7;0;1;"male";"65-";"30-34"
987;34;1;1;"female";"65+";"65-69"
988;26;1;1;"female";"65-";"25-29"
989;9;0;0;"male";"65-";"40-44"
990;27;1;1;"female";"65-";"30-34"
991;39;1;0;"female";"65+";"90-94"
992;36;1;1;"female";"65+";"75-79"
993;39;0;1;"female";"65+";"90-94"
994;19;1;1;"male";"65+";"90-94"
995;3;1;0;"male";"65-";"10-14"
996;35;1;0;"female";"65+";"70-74"
997;8;1;0;"male";"65-";"35-39"
998;22;0;0;"female";"65-";"5-9"
999;5;1;1;"male";"65-";"20-24"
1000;16;1;0;"male";"65+";"75-79"
1001;30;0;0;"female";"65-";"45-49"
1002;28;0;0;"female";"65-";"35-39"
1003;4;1;0;"male";"65-";"15-19"
1004;25;0;1;"female";"65-";"20-24"
1005;1;0;1;"male";"65-";"0-4"
1006;26;0;1;"female";"65-";"25-29"
1007;40;1;1;"female";"65+";"95-99"
1008;34;0;0;"female";"65+";"65-69"
1009;34;0;0;"female";"65+";"65-69"
1010;16;0;1;"male";"65+";"75-79"
1011;32;0;1;"female";"65-";"55-59"
1012;17;1;0;"male";"65+";"80-84"
1013;11;1;1;"male";"65-";"50-54"
1014;17;0;0;"male";"65+";"80-84"
1015;20;0;1;"male";"65+";"95-99"
1016;35;0;0;"female";"65+";"70-74"
1017;30;1;0;"female";"65-";"45-49"
1018;39;1;1;"female";"65+";"90-94"
1019;5;1;0;"male";"65-";"20-24"
1020;34;0;0;"female";"65+";"65-69"
1021;19;0;0;"male";"65+";"90-94"
1022;35;0;1;"female";"65+";"70-74"
1023;23;0;1;"female";"65-";"10-14"
1024;39;0;1;"female";"65+";"90-94"
1025;39;1;1;"female";"65+";"90-94"
1026;12;1;0;"male";"65-";"55-59"
1027;30;1;1;"female";"65-";"45-49"
1028;3;1;1;"male";"65-";"10-14"
1029;37;0;0;"female";"65+";"80-84"
1030;6;0;0;"male";"65-";"25-29"
1031;23;1;1;"female";"65-";"10-14"
1032;25;1;0;"female";"65-";"20-24"
1033;6;0;0;"male";"65-";"25-29"
1034;21;0;1;"female";"65-";"0-4"
1035;15;1;0;"male";"65+";"70-74"
1036;1;1;1;"male";"65-";"0-4"
1037;2;0;1;"male";"65-";"5-9"
1038;36;0;1;"female";"65+";"75-79"
1039;33;0;0;"female";"65-";"60-64"
1040;17;1;1;"male";"65+";"80-84"
1041;37;1;1;"female";"65+";"80-84"
1042;20;0;1;"male";"65+";"95-99"
1043;19;0;1;"male";"65+";"90-94"
1044;27;0;1;"female";"65-";"30-34"
1045;7;1;1;"male";"65-";"30-34"
1046;4;1;0;"male";"65-";"15-19"
1047;35;1;1;"female";"65+";"70-74"
1048;10;1;1;"male";"65-";"45-49"
1049;23;0;1;"female";"65-";"10-14"
1050;34;0;1;"female";"65+";"65-69"
1051;14;0;0;"male";"65+";"65-69"
1052;40;0;1;"female";"65+";"95-99"
1053;35;1;0;"female";"65+";"70-74"
1054;31;1;1;"female";"65-";"50-54"
1055;9;0;1;"male";"65-";"40-44"
1056;31;0;1;"female";"65-";"50-54"
1057;35;1;1;"female";"65+";"70-74"
1058;2;0;1;"male";"65-";"5-9"
1059;8;1;0;"male";"65-";"35-39"
1060;35;0;0;"female";"65+";"70-74"
1061;27;0;0;"female";"65-";"30-34"
1062;35;1;0;"female";"65+";"70-74"
1063;33;0;1;"female";"65-";"60-64"
1064;15;1;1;"male";"65+";"70-74"
1065;4;1;1;"male";"65-";"15-19"
1066;23;1;0;"female";"65-";"10-14"
1067;27;0;1;"female";"65-";"30-34"
1068;33;1;1;"female";"65-";"60-64"
1069;19;0;1;"male";"65+";"90-94"
1070;40;1;1;"female";"65+";"95-99"
1071;31;1;1;"female";"65-";"50-54"
1072;6;1;0;"male";"65-";"25-29"
1073;9;1;0;"male";"65-";"40-44"
1074;34;0;1;"female";"65+";"65-69"
1075;19;0;1;"male";"65+";"90-94"
1076;37;0;1;"female";"65+";"80-84"
1077;37;0;0;"female";"65+";"80-84"
1078;33;1;1;"female";"65-";"60-64"
1079;23;0;0;"female";"65-";"10-14"
1080;25;0;1;"female";"65-";"20-24"
1081;32;0;1;"female";"65-";"55-59"
1082;18;1;0;"male";"65+";"85-89"
1083;17;0;1;"male";"65+";"80-84"
1084;23;0;0;"female";"65-";"10-14"
1085;7;0;0;"male";"65-";"30-34"
1086;33;1;1;"female";"65-";"60-64"
1087;20;0;0;"male";"65+";"95-99"
1088;6;0;1;"male";"65-";"25-29"
1089;5;1;1;"male";"65-";"20-24"
1090;5;1;1;"male";"65-";"20-24"
1091;1;1;1;"male";"65-";"0-4"
1092;10;1;1;"male";"65-";"45-49"
1093;36;1;1;"female";"65+";"75-79"
1094;4;1;0;"male";"65-";"15-19"
1095;6;0;1;"male";"65-";"25-29"
1096;2;0;1;"male";"65-";"5-9"
1097;2;0;1;"male";"65-";"5-9"
1098;37;0;0;"female";"65+";"80-84"
1099;34;1;1;"female";"65+";"65-69"
1100;8;0;1;"male";"65-";"35-39"
1101;20;1;0;"male";"65+";"95-99"
1102;13;1;1;"male";"65-";"60-64"
1103;11;0;1;"male";"65-";"50-54"
1104;6;0;1;"male";"65-";"25-29"
1105;18;0;0;"male";"65+";"85-89"
1106;28;0;0;"female";"65-";"35-39"
1107;14;1;1;"male";"65+";"65-69"
1108;29;0;1;"female";"65-";"40-44"
1109;34;1;1;"female";"65+";"65-69"
1110;36;1;0;"female";"65+";"75-79"
1111;31;0;0;"female";"65-";"50-54"
1112;13;1;1;"male";"65-";"60-64"
1113;2;1;0;"male";"65-";"5-9"
1114;36;1;1;"female";"65+";"75-79"
1115;26;0;0;"female";"65-";"25-29"
1116;23;1;0;"female";"65-";"10-14"
1117;31;0;0;"female";"65-";"50-54"
1118;4;1;1;"male";"65-";"15-19"
1119;30;0;0;"female";"65-";"45-49"
1120;36;1;0;"female";"65+";"75-79"
1121;1;1;1;"male";"65-";"0-4"
1122;38;1;1;"female";"65+";"85-89"
1123;17;0;0;"male";"65+";"80-84"
1124;32;0;1;"female";"65-";"55-59"
1125;40;0;1;"female";"65+";"95-99"
1126;14;1;1;"male";"65+";"65-69"
1127;32;1;0;"female";"65-";"55-59"
1128;4;1;0;"male";"65-";"15-19"
1129;2;1;0;"male";"65-";"5-9"
1130;21;1;1;"female";"65-";"0-4"
1131;2;1;0;"male";"65-";"5-9"
1132;4;1;0;"male";"65-";"15-19"
1133;28;1;1;"female";"65-";"35-39"
1134;2;0;0;"male";"65-";"5-9"
1135;18;1;0;"male";"65+";"85-89"
1136;31;0;1;"female";"65-";"50-54"
1137;34;1;1;"female";"65+";"65-69"
1138;16;1;1;"male";"65+";"75-79"
1139;25;0;1;"female";"65-";"20-24"
1140;14;0;1;"male";"65+";"65-69"
1141;22;1;0;"female";"65-";"5-9"
1142;11;0;0;"male";"65-";"50-54"
1143;23;0;0;"female";"65-";"10-14"
1144;37;0;1;"female";"65+";"80-84"
1145;23;0;1;"female";"65-";"10-14"
1146;3;0;0;"male";"65-";"10-14"
1147;5;0;0;"male";"65-";"20-24"
1148;14;1;1;"male";"65+";"65-69"
1149;40;0;0;"female";"65+";"95-99"
1150;29;0;1;"female";"65-";"40-44"
1151;4;1;1;"male";"65-";"15-19"
1152;25;1;0;"female";"65-";"20-24"
1153;20;1;1;"male";"65+";"95-99"
1154;11;0;1;"male";"65-";"50-54"
1155;12;1;0;"male";"65-";"55-59"
1156;20;0;1;"male";"65+";"95-99"
1157;39;0;1;"female";"65+";"90-94"
1158;17;0;0;"male";"65+";"80-84"
1159;34;1;1;"female";"65+";"65-69"
1160;39;1;0;"female";"65+";"90-94"
1161;12;1;0;"male";"65-";"55-59"
1162;22;0;0;"female";"65-";"5-9"
1163;24;0;1;"female";"65-";"15-19"
1164;11;1;0;"male";"65-";"50-54"
1165;36;0;0;"female";"65+";"75-79"
1166;36;0;0;"female";"65+";"75-79"
1167;40;0;1;"female";"65+";"95-99"
1168;5;0;1;"male";"65-";"20-24"
1169;25;0;0;"female";"65-";"20-24"
1170;29;0;0;"female";"65-";"40-44"
1171;6;0;0;"male";"65-";"25-29"
1172;36;1;0;"female";"65+";"75-79"
1173;7;0;0;"male";"65-";"30-34"
1174;5;0;1;"male";"65-";"20-24"
1175;40;0;0;"female";"65+";"95-99"
1176;26;1;1;"female";"65-";"25-29"
1177;1;1;0;"male";"65-";"0-4"
1178;34;0;1;"female";"65+";"65-69"
1179;40;0;0;"female";"65+";"95-99"
1180;35;1;0;"female";"65+";"70-74"
1181;16;0;0;"male";"65+";"75-79"
1182;38;0;1;"female";"65+";"85-89"
1183;13;1;0;"male";"65-";"60-64"
1184;39;0;1;"female";"65+";"90-94"
1185;23;0;0;"female";"65-";"10-14"
1186;24;0;0;"female";"65-";"15-19"
1187;33;1;1;"female";"65-";"60-64"
1188;8;1;0;"male";"65-";"35-39"
1189;25;0;1;"female";"65-";"20-24"
1190;9;1;1;"male";"65-";"40-44"
1191;2;0;1;"male";"65-";"5-9"
1192;31;0;1;"female";"65-";"50-54"
1193;26;1;0;"female";"65-";"25-29"
1194;3;0;0;"male";"65-";"10-14"
1195;27;1;1;"female";"65-";"30-34"
1196;28;1;0;"female";"65-";"35-39"
1197;30;1;1;"female";"65-";"45-49"
1198;5;0;0;"male";"65-";"20-24"
1199;7;1;1;"male";"65-";"30-34"
1200;8;0;1;"male";"65-";"35-39"
1201;1;0;0;"male";"65-";"0-4"
1202;26;1;1;"female";"65-";"25-29"
1203;15;0;0;"male";"65+";"70-74"
1204;12;1;1;"male";"65-";"55-59"
1205;7;0;0;"male";"65-";"30-34"
1206;9;1;0;"male";"65-";"40-44"
1207;9;1;0;"male";"65-";"40-44"
1208;11;1;1;"male";"65-";"50-54"
1209;7;0;1;"male";"65-";"30-34"
1210;37;0;0;"female";"65+";"80-84"
1211;14;0;1;"male";"65+";"65-69"
1212;4;0;0;"male";"65-";"15-19"
1213;16;0;0;"male";"65+";"75-79"
1214;22;0;1;"female";"65-";"5-9"
1215;32;0;0;"female";"65-";"55-59"
1216;13;1;1;"male";"65-";"60-64"
1217;34;1;0;"female";"65+";"65-69"
1218;40;1;0;"female";"65+";"95-99"
1219;9;1;0;"male";"65-";"40-44"
1220;18;1;0;"male";"65+";"85-89"
1221;16;0;0;"male";"65+";"75-79"
1222;39;1;0;"female";"65+";"90-94"
1223;26;0;1;"female";"65-";"25-29"
1224;33;1;1;"female";"65-";"60-64"
1225;37;1;0;"female";"65+";"80-84"
1226;3;1;1;"male";"65-";"10-14"
1227;20;1;0;"male";"65+";"95-99"
1228;28;1;0;"female";"65-";"35-39"
1229;2;0;0;"male";"65-";"5-9"
1230;31;0;0;"female";"65-";"50-54"
1231;24;1;1;"female";"65-";"15-19"
1232;21;0;1;"female";"65-";"0-4"
1233;19;0;0;"male";"65+";"90-94"
1234;2;0;0;"male";"65-";"5-9"
1235;39;1;1;"female";"65+";"90-94"
1236;40;0;0;"female";"65+";"95-99"
1237;26;0;0;"female";"65-";"25-29"
1238;18;1;0;"male";"65+";"85-89"
1239;11;0;1;"male";"65-";"50-54"
1240;4;0;0;"male";"65-";"15-19"
1241;14;0;1;"male";"65+";"65-69"
1242;36;0;0;"female";"65+";"75-79"
1243;13;1;1;"male";"65-";"60-64"
1244;17;1;1;"male";"65+";"80-84"
1245;23;1;1;"female";"65-";"10-14"
1246;24;1;0;"female";"65-";"15-19"
1247;23;0;1;"female";"65-";"10-14"
1248;9;0;0;"male";"65-";"40-44"
1249;33;0;1;"female";"65-";"60-64"
1250;2;1;1;"male";"65-";"5-9"
1251;26;0;1;"female";"65-";"25-29"
1252;18;1;0;"male";"65+";"85-89"
1253;15;0;1;"male";"65+";"70-74"
1254;31;1;1;"female";"65-";"50-54"
1255;7;1;1;"male";"65-";"30-34"
1256;20;1;1;"male";"65+";"95-99"
1257;30;0;0;"female";"65-";"45-49"
1258;21;0;0;"female";"65-";"0-4"
1259;20;0;1;"male";"65+";"95-99"
1260;24;1;0;"female";"65-";"15-19"
1261;23;0;0;"female";"65-";"10-14"
1262;27;0;0;"female";"65-";"30-34"
1263;35;0;1;"female";"65+";"70-74"
1264;16;0;0;"male";"65+";"75-79"
1265;39;0;1;"female";"65+";"90-94"
1266;16;1;1;"male";"65+";"75-79"
1267;7;0;0;"male";"65-";"30-34"
1268;10;0;1;"male";"65-";"45-49"
1269;38;0;0;"female";"65+";"85-89"
1270;4;0;0;"male";"65-";"15-19"
1271;8;0;1;"male";"65-";"35-39"
1272;3;0;0;"male";"65-";"10-14"
1273;25;0;1;"female";"65-";"20-24"
1274;9;0;1;"male";"65-";"40-44"
1275;24;0;0;"female";"65-";"15-19"
1276;10;1;0;"male";"65-";"45-49"
1277;16;0;0;"male";"65+";"75-79"
1278;14;1;0;"male";"65+";"65-69"
1279;37;0;0;"female";"65+";"80-84"
1280;5;1;0;"male";"65-";"20-24"
1281;11;0;1;"male";"65-";"50-54"
1282;8;0;1;"male";"65-";"35-39"
1283;30;1;0;"female";"65-";"45-49"
1284;38;1;0;"female";"65+";"85-89"
1285;20;0;1;"male";"65+";"95-99"
1286;26;1;1;"female";"65-";"25-29"
1287;8;1;0;"male";"65-";"35-39"
1288;25;1;1;"female";"65-";"20-24"
1289;36;0;1;"female";"65+";"75-79"
1290;20;1;1;"male";"65+";"95-99"
1291;1;0;1;"male";"65-";"0-4"
1292;8;1;1;"male";"65-";"35-39"
1293;12;0;1;"male";"65-";"55-59"
1294;12;1;0;"male";"65-";"55-59"
1295;3;0;0;"male";"65-";"10-14"
1296;15;1;0;"male";"65+";"70-74"
1297;24;1;0;"female";"65-";"15-19"
1298;22;1;1;"female";"65-";"5-9"
1299;25;0;1;"female";"65-";"20-24"
1300;20;1;0;"male";"65+";"95-99"
1301;6;0;1;"male";"65-";"25-29"
1302;39;1;0;"female";"65+";"90-94"
1303;30;0;1;"female";"65-";"45-49"
1304;15;0;1;"male";"65+";"70-74"
1305;7;0;0;"male";"65-";"30-34"
1306;10;1;1;"male";"65-";"45-49"
1307;30;1;0;"female";"65-";"45-49"
1308;3;1;0;"male";"65-";"10-14"
1309;24;1;0;"female";"65-";"15-19"
1310;7;1;1;"male";"65-";"30-34"
1311;31;1;1;"female";"65-";"50-54"
1312;40;0;1;"female";"65+";"95-99"
1313;7;0;1;"male";"65-";"30-34"
